material_id,pretty_formula,formula_anonymous
mp-1222143,Mg3InAg4,AB3C4
mp-1222558,Li3Ag3Ge2,A2B3C3
mp-1223033,LaAgSn,ABC
mp-1223782,InAgTe2,ABC2
mp-1224324,Hf2Al3Ag,AB2C3
mp-1224988,Gd2InAg,ABC2
mp-1225128,EuGa3Ag,ABC3
mp-1225230,EuCdAg,ABC
mp-1225251,EuAgSn,ABC
mp-1225323,Dy2InAg,ABC2
mp-1225486,ErAgSe2,ABC2
mp-1225499,ErAgS2,ABC2
mp-1225546,ErGaAg,ABC
mp-1225828,Eu2(AlAg)5,A2B5C5
mp-1225882,Cu2AgO4,AB2C4
mp-1226637,CeAl2Ag3,AB2C3
mp-1227017,Ca4ZnAg3,AB3C4
mp-1227417,Ca2MgAg3,AB2C3
mp-1228028,Ba3SrAg4,AB3C4
mp-1228403,Ba2Ga7Ag,AB2C7
mp-1229000,AgSbSe2,ABC2
mp-1229006,AgSnTe2,ABC2
mp-1229019,AgSbS2,ABC2
mp-1229085,AgBiTe2,ABC2
mp-1229124,Ag3AsO4,AB3C4
mp-1229128,Ag3PO4,AB3C4
mp-1229177,Ag2CO3,AB2C3
mp-1229219,Ag3Te32Au13,A3B13C32
mp-1232346,Cr2AgS4,AB2C4
mp-1238831,Cr2AgS4,AB2C4
mp-1245378,Ag15W7N19,A7B15C19
mp-1245411,Ca5(AgN2)2,A2B4C5
mp-1245446,AgSnN,ABC
mp-1245647,ZnAgN,ABC
mp-1245648,ZnAgN,ABC
mp-1245682,FeAgN,ABC
mp-12459,Ag3PS4,AB3C4
mp-1245938,V2AgN3,AB2C3
mp-1246476,Si2AgN3,AB2C3
mp-1247248,MnAgN,ABC
mp-12505,LuAgSn,ABC
mp-1279484,NiAgO2,ABC2
mp-1282222,CoAgO3,ABC3
mp-12904,HoAgTe2,ABC2
mp-12953,TmAgTe2,ABC2
mp-13649,Cs2AgF4,AB2C4
mp-16060,AgAuF4,ABC4
mp-16238,Li2AgSb,ABC2
mp-16913,Ag2SeO3,AB2C3
mp-17588,AgRuF7,ABC7
mp-17862,Ag3Ge5P6,A3B5C6
mp-18105,CsAgSe4,ABC4
mp-18262,HoAgS2,ABC2
mp-18966,FeAgO2,ABC2
mp-19069,NiAgO2,ABC2
mp-19178,CoAgO2,ABC2
mp-19284,NiAgO2,ABC2
mp-19405,Ni(AgO)2,AB2C2
mp-19412,VAg3O4,AB3C4
mp-20118,Cr2AgTe4,AB2C4
mp-20271,LaAgSb2,ABC2
mp-20329,InAgO2,ABC2
mp-20482,EuAgP,ABC
mp-20522,TmAgPb,ABC
mp-20554,InAgSe2,ABC2
mp-21459,InAgS2,ABC2
mp-21505,YAgPb,ABC
mp-22382,TbInAg2,ABC2
mp-23378,EuAgBi,ABC
mp-23472,Re(AgCl3)2,AB2C6
mp-27227,LiAg3O2,AB2C3
mp-27482,Ag4P2S7,A2B4C7
mp-27554,Ag3AuS2,AB2C3
mp-27916,AgBiSe2,ABC2
mp-27941,AgClO3,ABC3
mp-28195,SiAg2O3,AB2C3
mp-28468,KAg5S3,AB3C5
mp-28812,Ag5BiO4,AB4C5
mp-29165,Li3Si3Ag2,A2B3C3
mp-29238,TlAgSe,ABC
mp-29536,Ag5CF4,AB4C5
mp-29607,Ag(TeMo)6,AB6C6
mp-29849,Ag3SnP7,AB3C7
mp-29934,Zr6Ag7F31,A6B7C31
mp-30203,Sc6AgTe2,AB2C6
mp-30332,BaAgBi,ABC
mp-30340,ErInAg2,ABC2
mp-30727,MgCdAg2,ABC2
mp-31018,SrAgBi,ABC
mp-31171,Zn2AgAu,ABC2
mp-31173,CeCd2Ag,ABC2
mp-31203,Pr(SiAg)2,AB2C2
mp-31215,AgPdF6,ABC6
mp-31421,PrAgSn,ABC
mp-31422,TbAgSn,ABC
mp-31449,HoAgPb,ABC
mp-31506,Mg32Al36Ag13,A13B32C36
mp-32537,Ag2W2O7,A2B2C7
mp-33618,AgBiSe2,ABC2
mp-33683,AgSbSe2,ABC2
mp-35264,Pr5AgSe8,AB5C8
mp-35909,AgBiI4,ABC4
mp-37695,Ag7NO11,AB7C11
mp-37920,AgAuS2,ABC2
mp-37923,Sm5AgS8,AB5C8
mp-4004,Ag5SbS4,AB4C5
mp-4182,CrAgS2,ABC2
mp-4308,PrAgAs2,ABC2
mp-4483,AgAsSe2,ABC2
mp-4762,TlAg3S2,AB2C3
mp-4808,NdAgSn,ABC
mp-504466,Ag2WO4,AB2C4
mp-510240,Rb2Ag4S3,A2B3C4
mp-530464,Ag5(Sn3S8)2,A5B6C16
mp-531980,Tl4Ag18Te11,A4B11C18
mp-532348,Cu29(Ag6As7)2,A12B14C29
mp-5342,GaAgS2,ABC2
mp-540932,Mn(AgO2)2,AB2C4
mp-542065,CdAgSb,ABC
mp-542627,Fe2AgS3,AB2C3
mp-542882,Cr(AgO2)2,AB2C4
mp-546111,Cr3AgO8,AB3C8
mp-5518,GaAgSe2,ABC2
mp-554648,Ag5IO6,AB5C6
mp-5563,Ag5GeO4,AB4C5
mp-558950,AgAsO3,ABC3
mp-560584,Si2Ag6O7,A2B6C7
mp-560717,Ag2CO3,AB2C3
mp-561113,Ag2BiO3,AB2C3
mp-561242,TaAgS3,ABC3
mp-561550,Ag3BO3,AB3C3
mp-561920,CsAgF3,ABC3
mp-567241,Pr3(AgSn)4,A3B4C4
mp-567334,Ag(BCl)6,AB6C6
mp-567528,Li17(AgSn2)3,A3B6C17
mp-567670,Ho3(AgSn)4,A3B4C4
mp-568917,LaInAg2,ABC2
mp-570256,Ag2HgI4,AB2C4
mp-571100,CsAgBr2,ABC2
mp-5725,CuAg3S2,AB2C3
mp-5729,YAgSn,ABC
mp-5770,AgNO2,ABC2
mp-582282,GdAgSe2,ABC2
mp-624691,VAgO3,ABC3
mp-631561,ZrAgMo,ABC
mp-631567,AgAsRu2,ABC2
mp-631674,LaRe2Ag,ABC2
mp-632480,Ag3SI,ABC3
mp-637182,Gd3Al7Ag2,A2B3C7
mp-640052,Cs2AgBr3,AB2C3
mp-642238,Y6AgTe2,AB2C6
mp-644729,AgN3O4,AB3C4
mp-651688,Si4Ag10O13,A4B10C13
mp-662534,AgIrF7,ABC7
mp-669466,AgNO3,ABC3
mp-672195,CeAgAs2,ABC2
mp-674968,Ag33(PbO3)14,A14B33C42
mp-675325,Al(Ag3S2)3,AB6C9
mp-675420,Pr4Ag2Se7,A2B4C7
mp-675942,AgClO2,ABC2
mp-675977,AgBiS2,ABC2
mp-676168,Ag8GeTe6,AB6C8
mp-676206,RbAg4I5,AB4C5
mp-676348,NbAg7S6,AB6C7
mp-676391,RbAg4I5,AB4C5
mp-676799,Ag8GeTe6,AB6C8
mp-676813,RbAg4I5,AB4C5
mp-676840,Ag13(PbO3)6,A6B13C18
mp-679950,Ag8Ge3O10,A3B8C10
mp-680482,AgMo6Br13,AB6C13
mp-685196,Tl2Ag16Te11,A2B11C16
mp-685283,Ag13Bi15I64,A13B15C64
mp-685977,Gd5AgSe8,AB5C8
mp-685999,Ag4SI,ABC4
mp-686149,Ag15(BiI4)16,A15B16C64
mp-705778,Mn3(AgO2)4,A3B4C8
mp-7359,BaAgAs,ABC
mp-7366,Sr(AgSn)2,AB2C2
mp-7392,Na2AgSb,ABC2
mp-7494,K2Ag4S3,A2B3C4
mp-752549,LiAgF2,ABC2
mp-752605,LiAgF3,ABC3
mp-752666,LiAg2F4,AB2C4
mp-752767,LiAgF2,ABC2
mp-754229,MnAgO3,ABC3
mp-754454,Cd(AgO2)2,AB2C4
mp-754466,Li2AgF3,AB2C3
mp-755127,Ag2GeO4,AB2C4
mp-756342,AgBrO4,ABC4
mp-756690,EuAgO2,ABC2
mp-757872,Li2Ag3F6,A2B3C6
mp-758198,V4(AgO4)3,A3B4C12
mp-758251,Li5AgF8,AB5C8
mp-758302,LiAgF2,ABC2
mp-758861,Li3AgF4,AB3C4
mp-758890,LiAg2F4,AB2C4
mp-759066,LiAgF3,ABC3
mp-760133,Li6Ag3F10,A3B6C10
mp-760580,Li2AgF3,AB2C3
mp-760805,Li2AgF3,AB2C3
mp-760817,Li2AgF4,AB2C4
mp-760819,LiAg2F6,AB2C6
mp-761035,AgRuO4,ABC4
mp-761269,Li2AgF4,AB2C4
mp-761914,LiAgF4,ABC4
mp-765339,LiAgF4,ABC4
mp-776150,ScAgO3,ABC3
mp-778019,Ag2H16O9,A2B9C16
mp-7882,Ba(AgSn)2,AB2C2
mp-8196,AgNO3,ABC3
mp-8579,Ba(AgS)2,AB2C2
mp-8603,RbAgO,ABC
mp-861501,AgHgPd2,ABC2
mp-862263,DyAlAg2,ABC2
mp-862339,Sc2GaAg,ABC2
mp-862473,Sc2AgRu,ABC2
mp-862703,Sc2AgAu,ABC2
mp-862735,SmAg2Sn,ABC2
mp-862760,PrCdAg2,ABC2
mp-862837,PmAlAg2,ABC2
mp-862874,PmAgHg2,ABC2
mp-862903,PmGaAg2,ABC2
mp-862966,PmTlAg2,ABC2
mp-863411,V18Ag7O48,A7B18C48
mp-864775,HoAgHg2,ABC2
mp-864893,NdAgHg2,ABC2
mp-864904,HoCdAg2,ABC2
mp-864977,Dy2AgOs,ABC2
mp-864981,Dy2AgIr,ABC2
mp-865013,EuAgAu2,ABC2
mp-865161,Dy2AgRu,ABC2
mp-865183,MgGaAg2,ABC2
mp-865426,YbNdAg2,ABC2
mp-865445,Lu2AgAu,ABC2
mp-865460,CaCeAg2,ABC2
mp-865789,YbInAg2,ABC2
mp-865862,CeAgAu2,ABC2
mp-865919,MgAlAg2,ABC2
mp-865963,LiGaAg2,ABC2
mp-866120,Tm2TlAg,ABC2
mp-866177,YbAgPd2,ABC2
mp-866212,Yb2AgSn,ABC2
mp-867140,SmZn2Ag,ABC2
mp-867204,LiCd2Ag,ABC2
mp-867245,LaAgHg2,ABC2
mp-867260,CdAgPd2,ABC2
mp-867712,LiAgF4,ABC4
mp-867751,Ca2AgSn,ABC2
mp-867801,La2AgSn,ABC2
mp-867844,RbAgF3,ABC3
mp-867876,SmTlAg2,ABC2
mp-867898,DyAgHg2,ABC2
mp-8925,TlAg3Te2,AB2C3
mp-961647,CaAgP,ABC
mp-9635,Ag2HgS2,AB2C2
mp-972524,SmSiAg,ABC
mp-972907,Sc2AlAg,ABC2
mp-973957,La2ZnAg,ABC2
mp-975421,RbAgO3,ABC3
mp-975788,Pr2AgHg,ABC2
mp-975801,PrTlAg2,ABC2
mp-975892,PrMgAg2,ABC2
mp-976229,KAgO3,ABC3
mp-976804,NiAgTe2,ABC2
mp-976931,LuAlAg2,ABC2
mp-9770,Ag8GeS6,AB6C8
mp-977387,TbAgHg2,ABC2
mp-978083,Pr2ZnAg,ABC2
mp-9782,KAg3Se2,AB2C3
mp-978516,SmAg2Hg,ABC2
mp-978545,Sm2AgHg,ABC2
mp-979270,Tb2AgIr,ABC2
mp-980661,YTlAg2,ABC2
mp-983602,CdAg2Au,ABC2
mp-984704,CaAgHg2,ABC2
mp-984755,Nb4Ag2O11,A2B4C11
mp-985828,AgBiS2,ABC2
mp-9890,TaAgO3,ABC3
mp-996963,CdAgO2,ABC2
mp-996965,AgBiO2,ABC2
mp-996979,BaAgO2,ABC2
mp-997001,AgHgO2,ABC2
mp-997004,CaAgO2,ABC2
mp-997005,CaAgO2,ABC2
mp-997017,AgClO2,ABC2
mp-997019,AgPbO2,ABC2
mp-997028,AgO2F,ABC2
mp-997102,KAgO2,ABC2
mp-997106,AgRhO2,ABC2
mp-997162,MnAgO2,ABC2
mp-998212,RbAgBr3,ABC3
mp-998344,CsAgBr3,ABC3
mp-998610,TlAgCl3,ABC3
mp-998748,TlAgCl3,ABC3
mvc-14359,CaAgF5,ABC5
mvc-15869,ZnAgF5,ABC5
mvc-15935,AlAgO3,ABC3
mvc-3410,MgAgF5,ABC5
mvc-3476,AlAgO3,ABC3
mvc-3809,Ca2Ag2O5,A2B2C5
mvc-4660,Zn(AgO2)2,AB2C4
mvc-5243,Ca(AgO2)2,AB2C4
mvc-5742,Ca(AgO2)2,AB2C4
mvc-5865,Ca(AgO2)2,AB2C4
mvc-5984,Mg(AgO2)2,AB2C4
mvc-6084,Ca(AgO2)2,AB2C4
mvc-6513,Mg(AgO2)2,AB2C4
mvc-6537,Ca(AgO2)2,AB2C4
mvc-7259,Ca(AgO2)2,AB2C4
mvc-9752,Zn(AgO2)2,AB2C4
mp-10006,TlAgTe2,ABC2
mp-1007685,InAgSe2,ABC2
mp-10079,TbAgGe,ABC
mp-1008866,NaAgO,ABC
mp-1009048,KAgO,ABC
mp-1018084,CrAgTe2,ABC2
mp-1021670,TiAgSe2,ABC2
mp-1024987,HoCu4Ag,ABC4
mp-1025116,TmCu4Ag,ABC4
mp-1025390,LaSi2Ag,ABC2
mp-1072033,DyCu4Ag,ABC4
mp-1075933,SmAgO3,ABC3
mp-1077622,EuAgO3,ABC3
mp-1077741,YbCu4Ag,ABC4
mp-1078772,TmAgGe,ABC
mp-1078820,DyMgAg,ABC
mp-1078847,CoAgO2,ABC2
mp-1079097,ErMgAg,ABC
mp-1079321,ErAgS2,ABC2
mp-1079429,HoAgSe2,ABC2
mp-1079478,PrAgSb2,ABC2
mp-1079794,LuSiAg,ABC
mp-1080424,ScAgGe,ABC
mp-10816,NdAgAs2,ABC2
mp-1093561,Sr2AgPd,ABC2
mp-1093619,ScTlAg2,ABC2
mp-1093656,Ca2AgRh,ABC2
mp-1093664,Sr2AgPb,ABC2
mp-1093723,La2AgHg,ABC2
mp-1093744,ScAg2Sn,ABC2
mp-1093804,LiAgAu2,ABC2
mp-1093860,Li2GaAg,ABC2
mp-1093900,Zn2AgPt,ABC2
mp-1093943,InAg2Au,ABC2
mp-1093948,SrLaAg2,ABC2
mp-1094009,YAgO3,ABC3
mp-1095130,DySiAg,ABC
mp-1095154,SmMgAg,ABC
mp-1095790,Mg2ZnAg,ABC2
mp-1095853,Y2CdAg,ABC2
mp-1095854,MgZrAg2,ABC2
mp-1095857,Sc2AgPd,ABC2
mp-1095901,SrCaAg2,ABC2
mp-1095921,LiZn2Ag,ABC2
mp-1095946,Ag2HgAu,ABC2
mp-1095993,ZrInAg2,ABC2
mp-1096029,CaAg2Pb,ABC2
mp-1096039,MnAgPd2,ABC2
mp-1096094,LiMgAg2,ABC2
mp-1096114,CdInAg2,ABC2
mp-1096168,Ca2ZnAg,ABC2
mp-1096241,MgSc2Ag,ABC2
mp-1096741,Y2GaAg,ABC2
mp-1096798,ScAgO2,ABC2
mp-1096845,BaAgO2,ABC2
mp-1096930,Cu(AgO)2,AB2C2
mp-1096980,FeAgO2,ABC2
mp-1097000,InAgS2,ABC2
mp-1097088,InAgAu2,ABC2
mp-1097110,YScAg2,ABC2
mp-1097206,Sc2AgSn,ABC2
mp-1097257,ZnCdAg2,ABC2
mp-1097341,LaCd2Ag,ABC2
mp-1097424,YZn2Ag,ABC2
mp-1097472,ScAgHg2,ABC2
mp-1097475,Sr2AgBi,ABC2
mp-1099927,Eu2Ag2O5,A2B2C5
mp-1100393,LiAgSe,ABC
mp-1100765,Pm2GaAg,ABC2
mp-1101933,AgClO4,ABC4
mp-1103642,Ag(Mo3Se4)2,AB6C8
mp-1103870,Eu(In2Ag)4,AB4C8
mp-1104293,K2AgF4,AB2C4
mp-1104717,Na2AgF4,AB2C4
mp-1104888,Zn(AgI2)2,AB2C4
mp-1105293,GaAgO2,ABC2
mp-1106049,CoAgO2,ABC2
mp-11217,SrAgSb,ABC
mp-11236,MgZnAg2,ABC2
mp-1178387,Cu(AgO)2,AB2C2
mp-1178556,AgPbO3,ABC3
mp-1178571,AgGeO3,ABC3
mp-1178815,VAgO3,ABC3
mp-1182952,AgBiTe2,ABC2
mp-1182953,AgCO2,ABC2
mp-1183167,AgPdAu2,ABC2
mp-1183169,AlAgO3,ABC3
mp-1183207,Ba2AgBi,ABC2
mp-1183716,Ce2TlAg,ABC2
mp-1183883,Eu2AgBi,ABC2
mp-1183890,Eu2AgSn,ABC2
mp-1183893,Eu2AgHg,ABC2
mp-1183909,Eu2AgRh,ABC2
mp-1183942,Eu2AgSb,ABC2
mp-1184075,Er2AgHg,ABC2
mp-1184080,DyTmAg2,ABC2
mp-1184085,Er2AgPt,ABC2
mp-1184089,Dy2AgAu,ABC2
mp-1184095,Dy2ZnAg,ABC2
mp-1184170,Dy2InAg,ABC2
mp-1184199,Eu2AgPb,ABC2
mp-1184233,ErMgAg2,ABC2
mp-1184330,EuCdAg2,ABC2
mp-1184381,Gd2AgAu,ABC2
mp-1184477,GdCdAg2,ABC2
mp-1184543,GdLuAg2,ABC2
mp-1184818,HoMgAg2,ABC2
mp-1184870,InAgAu2,ABC2
mp-1184971,LaAg2Hg,ABC2
mp-1185007,LaAlAg2,ABC2
mp-1185092,LaZn2Ag,ABC2
mp-1185198,LaEuAg2,ABC2
mp-1185422,LiZn2Ag,ABC2
mp-1185425,LiSiAg2,ABC2
mp-1186279,Nd2InAg,ABC2
mp-1186292,NdAlAg2,ABC2
mp-1186999,SiAgO3,ABC3
mp-1187078,SmGdAg2,ABC2
mp-1187611,TmLuAg2,ABC2
mp-1187684,YbEuAg2,ABC2
mp-1187871,YTmAg2,ABC2
mp-1187879,Yb2AgAu,ABC2
mp-1190397,Zr5In3Ag,AB3C5
mp-1190974,SiAg2S3,AB2C3
mp-1191372,Eu2Si3Ag,AB2C3
mp-1191552,Fe2AgS3,AB2C3
mp-1192057,Ag2S2O7,A2B2C7
mp-1192809,Ag(NO)3,AB3C3
mp-1194638,Ag3B5O9,A3B5C9
mp-1194753,AgB3O5,AB3C5
mp-1195261,Ag3Sb4F24,A3B4C24
mp-1195808,Ag4Sn3S8,A3B4C8
mp-1197032,Ag7PS6,AB6C7
mp-1197880,ErAgS2,ABC2
mp-1199011,Nb4Ag2O11,A2B4C11
mp-1200233,DyAgS2,ABC2
mp-1200563,Ag7AsSe6,AB6C7
mp-1202934,Ag3SbO4,AB3C4
mp-1205049,SiAg5O4,AB4C5
mp-1205313,SmAgAs2,ABC2
mp-1205342,KAg3Te2,AB2C3
mp-1205392,AgSbS2,ABC2
mp-1205473,Zr5AgPb3,AB3C5
mp-1205490,La3(AgSn)4,A3B4C4
mp-1205508,VAg3F6,AB3C6
mp-1205828,YAgGe,ABC
mp-1205829,TbMgAg,ABC
mp-1205940,HoMgAg,ABC
mp-12063,Ce(AgGe)2,AB2C2
mp-1206336,La2AgBi3,AB2C3
mp-1206337,Eu(AgGe)2,AB2C2
mp-1206388,NaAgC2,ABC2
mp-1206390,Sm2AgSb3,AB2C3
mp-1206426,Pr2AgSb3,AB2C3
mp-1206475,La2AgSb3,AB2C3
mp-1206578,InAgI2,ABC2
mp-1206764,CaAgSn,ABC
mp-1206806,CrAg3F6,AB3C6
mp-1206934,Dy2AgSb3,AB2C3
mp-1207354,La2AgAs3,AB2C3
mp-1207863,V(AgO)4,AB4C4
mp-1208317,TbGa2Ag,ABC2
mp-1208448,Tb4Ga12Ag,AB4C12
mp-1208960,Si2Ag2O5,A2B2C5
mp-1210575,MgAgF3,ABC3
mp-1211389,La4Mg3Ag10,A3B4C10
mp-1212026,La2AgSb3,AB2C3
mp-1213175,Er7(AgTe)2,A2B2C7
mp-1214934,AgRhF6,ABC6
mp-1214959,Al(Ag3Se2)3,AB6C9
mp-1215084,Ag3SbTe6,AB3C6
mp-1215482,YbAgS2,ABC2
mp-1215605,YbAgSn,ABC
mp-1215664,YbCdAg,ABC
mp-1215836,Yb2AgPd,ABC2
mp-1215907,YAgTe2,ABC2
mp-1216001,YAgSe2,ABC2
mp-1216629,TmGaAg,ABC
mp-1216746,Tm2InAg,ABC2
mp-1216989,V12Ag5O32,A5B12C32
mp-1217625,TbAgSn,ABC
mp-1218349,SrAg3Pd2,AB2C3
mp-1218875,Sr2(AlAg)5,A2B5C5
mp-1219082,SmAgSn,ABC
mp-1219151,Sm4Ga7Ag5,A4B5C7
mp-1219894,Pr2InAg,ABC2
mp-1220222,NdAgSn,ABC
mp-1220387,NbAgO3,ABC3
mp-1222295,LuAgS2,ABC2
mp-1222321,LuGaAg,ABC
mp-1223792,InAgTe2,ABC2
mp-1223807,InAgSe2,ABC2
mp-1223836,InAgSe2,ABC2
mp-1224331,Hf4AgPd,ABC4
mp-1224681,GdAgSn2,ABC2
mp-1224733,Gd2ZnAg,ABC2
mp-1224792,GaAgSe2,ABC2
mp-1225185,EuAlAg4,ABC4
mp-1225220,EuGaAg,ABC
mp-1225292,Dy2CuAg3,AB2C3
mp-1225457,Eu2GaAg3,AB2C3
mp-1225625,DyGaAg,ABC
mp-1225652,CuAgTe,ABC
mp-1227088,Ca6Ag3Ge5,A3B5C6
mp-1227350,CaAgGe,ABC
mp-1227351,Ca2Ga7Ag,AB2C7
mp-1227685,Ca2Zn3Ag,AB2C3
mp-1228156,Ba2(AlAg)5,A2B5C5
mp-1228170,Al5AgS8,AB5C8
mp-1228502,Al2SiAg7,AB2C7
mp-1229008,AgSbSe2,ABC2
mp-1229087,AgBiSe2,ABC2
mp-1229102,Ag2PbI4,AB2C4
mp-1229165,Ag3Bi7S12,A3B7C12
mp-1229225,Ag5BS4,AB4C5
mp-12359,AgSbTe2,ABC2
mp-1238827,Cr2AgS4,AB2C4
mp-1239173,Cr2AgS4,AB2C4
mp-1244777,Mg(AgO2)2,AB2C4
mp-1244793,Ca(AgO2)2,AB2C4
mp-1245568,CoAgN,ABC
mp-1245583,AgRu2N3,AB2C3
mp-1245738,Ti2AgN3,AB2C3
mp-1246010,Li2AgN,ABC2
mp-1246590,AgGe2N3,AB2C3
mp-1246632,TaAgN2,ABC2
mp-1246693,MnAgN,ABC
mp-1247757,HoAgSe2,ABC2
mp-1253488,AlAgO3,ABC3
mp-12725,NbAgO3,ABC3
mp-1286228,MnAgO2,ABC2
mp-12908,ScAgSe2,ABC2
mp-13406,LaAgPb,ABC
mp-13819,KAgF3,ABC3
mp-15077,Ag7AsS6,AB6C7
mp-16234,CsAg3Se2,AB2C3
mp-16236,KAgSe,ABC
mp-16237,La(SiAg)2,AB2C2
mp-16745,ErAgPb,ABC
mp-16837,Nb3AgO8,AB3C8
mp-16992,NaAg3S2,AB2C3
mp-17984,Ag8SnSe6,AB6C8
mp-18474,Ag8GeSe6,AB6C8
mp-18702,AgPO3,ABC3
mp-19712,PrAgPb,ABC
mp-20104,RbAg3S2,AB2C3
mp-20149,GdMg2Ag,ABC2
mp-20210,Ag2PbO2,AB2C2
mp-20568,LaAgGe,ABC
mp-21330,EuAgAs,ABC
mp-22386,InAgTe2,ABC2
mp-22707,EuAgSb,ABC
mp-22808,Dy3(AgSn)4,A3B4C4
mp-27303,NaAg3O2,AB2C3
mp-27384,AgIO3,ABC3
mp-27549,K2AgBi,ABC2
mp-27801,TlAgI2,ABC2
mp-27816,Ag3BO3,AB3C3
mp-27944,TlAgSe2,ABC2
mp-28557,Ag2PdCl4,AB2C4
mp-28703,RbAg5S3,AB3C5
mp-29160,TiAg2O3,AB2C3
mp-2927,LiAg2Sn,ABC2
mp-29659,FeAgTe2,ABC2
mp-29678,AgBiS2,ABC2
mp-29685,RbAg5Se3,AB3C5
mp-2977,CuAgTe2,ABC2
mp-30250,YAgO2,ABC2
mp-30347,ScInAg2,ABC2
mp-30349,Li2AgPb,ABC2
mp-30350,Li2AgSn,ABC2
mp-30543,RbAg7S4,AB4C7
mp-3074,KAgO,ABC
mp-31169,ScAlAg2,ABC2
mp-31170,Cd2AgAu,ABC2
mp-31447,TbAgPb,ABC
mp-3172,Ag3AuSe2,AB2C3
mp-33449,Tb5AgS8,AB5C8
mp-33882,ErAgSe2,ABC2
mp-3414,AgSbF6,ABC6
mp-34460,Ag3AuS2,AB2C3
mp-34486,Pr5AgS8,AB5C8
mp-34611,ZnAgAs,ABC
mp-3477,MgAgAs,ABC
mp-3527,Na3AgO2,AB2C3
mp-35512,Dy5AgS8,AB5C8
mp-35835,Ag(AuS)2,AB2C2
mp-36383,Ag3(PO4)2,A2B3C8
mp-36592,Nd5AgSe8,AB5C8
mp-37449,Nd5AgS8,AB5C8
mp-37949,NdSiAg,ABC
mp-38805,Sm5AgSe8,AB5C8
mp-4024,DyAgTe2,ABC2
mp-4198,Ag3PO4,AB3C4
mp-4311,HoAgSn,ABC
mp-4691,Ag2CO3,AB2C3
mp-4807,AgAsF7,ABC7
mp-504579,Ag6Mo10O33,A6B10C33
mp-505145,Ag3BiO3,AB3C3
mp-5058,FeAgS2,ABC2
mp-510565,Cs2AgF4,AB2C4
mp-5145,Ag3AsSe3,AB3C3
mp-5282,AgCO2,ABC2
mp-531125,Ag7(PbO3)3,A3B7C9
mp-5408,Ag3AsO4,AB3C4
mp-541728,Si2Ag6O7,A2B6C7
mp-5470,AgPS3,ABC3
mp-552169,AgClO2,ABC2
mp-556164,Si(AgO)4,AB4C4
mp-5564,Pr(AgGe)2,AB2C2
mp-556916,GaAgS2,ABC2
mp-557620,Ni2Ag3O4,A2B3C4
mp-558637,AgTeO3,ABC3
mp-560276,Ag2Mo2O7,A2B2C7
mp-560342,Ag4GeO4,AB4C4
mp-560676,CrAgS2,ABC2
mp-5625,Ag2SO4,AB2C4
mp-5669,Ca19Ag8N7,A7B8C19
mp-567459,AgC2N3,AB2C3
mp-567558,CsAgCl2,ABC2
mp-567600,Sm(SiAg)2,AB2C2
mp-567787,LiInAg2,ABC2
mp-568719,SmInAg2,ABC2
mp-569440,TmInAg2,ABC2
mp-569467,Ag5Te2Cl,AB2C5
mp-569724,ErAgSn,ABC
mp-569943,K2AgI3,AB2C3
mp-570431,AgTe3I,ABC3
mp-570683,PrInAg2,ABC2
mp-570806,Mg30Al24Ag19,A19B24C30
mp-571103,In5AgSe8,AB5C8
mp-573465,Ag5Te2Cl,AB2C5
mp-620369,TaAg7S6,AB6C7
mp-631575,TiCrAg,ABC
mp-631581,Ag2BBr,ABC2
mp-637188,Ag2WO4,AB2C4
mp-644504,NdMg2Ag,ABC2
mp-654937,Ag(CO)2,AB2C2
mp-675095,NbAgO2,ABC2
mp-675371,InAgTe2,ABC2
mp-675376,HoAgSe2,ABC2
mp-675643,Ce5AgS8,AB5C8
mp-675678,Nd4Ag2Se7,A2B4C7
mp-676113,InAgS2,ABC2
mp-676143,Ce5AgSe8,AB5C8
mp-676156,Gd5AgS8,AB5C8
mp-676555,Ag8GeTe6,AB6C8
mp-677597,Ta4AgS8,AB4C8
mp-685442,Tl18Ag59Se39,A18B39C59
mp-685512,Ag15Bi7I40,A7B15C40
mp-685586,Ag3(Bi2Br3)7,A3B14C21
mp-6983,NaAgO,ABC
mp-7094,ReAgO4,ABC4
mp-7237,CuAgO2,ABC2
mp-7387,KAgF4,ABC4
mp-752460,LiAgF4,ABC4
mp-752699,LiAgF3,ABC3
mp-752725,LiAgF2,ABC2
mp-752793,Li2AgF3,AB2C3
mp-752878,LiAg2F4,AB2C4
mp-752882,LiAgF2,ABC2
mp-753001,CoAgO2,ABC2
mp-753216,LiAg2F4,AB2C4
mp-753326,LiAg2F6,AB2C6
mp-753751,LiAgF2,ABC2
mp-753881,LiAg2F6,AB2C6
mp-754110,SmAgO2,ABC2
mp-754326,NaAgO2,ABC2
mp-754444,Zn(AgO2)2,AB2C4
mp-755585,LiAgO2,ABC2
mp-755598,Ag2TeO4,AB2C4
mp-756821,LiAgF3,ABC3
mp-758054,LiAgF4,ABC4
mp-758554,Li2AgF5,AB2C5
mp-759198,Li2AgF3,AB2C3
mp-759209,Ag2SnO3,AB2C3
mp-759939,AgGeO3,ABC3
mp-760804,Li2AgF4,AB2C4
mp-7642,K2AgAs,ABC2
mp-7643,K2AgSb,ABC2
mp-765191,LiAgF4,ABC4
mp-765559,LiAgF4,ABC4
mp-775774,AgBiO3,ABC3
mp-776199,AgClO3,ABC3
